STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	X2	LABEL	STRATUM
10*11	3	396	353.333333333333	205.096725148567	179.485065921622	1	0	2	10	11	6	10*11
10*12	4	597.5	599.75	385.467573214661	375.926438947835	1	0	2	10	12	9	10*12
10*13	5	541.6	602.4	286.50835938939	315.504421522108	1	0	2	10	13	9	10*13
10*14	6	732.333333333333	853.166666666667	219.180037614945	245.935910802433	1	0	2	10	14	9	10*14
10*3	2	135	151	28	24	1	0	2	10	3	10	10*3
10*4	1	517	557	0	0	1	0	2	10	4	6	10*4
10*5	4	179	200.25	220.185149362985	264.478141818941	1	0	2	10	5	9	10*5
10*6	1	428	459	0	0	1	0	2	10	6	6	10*6
10*7	4	413.5	501	403.747755411717	545.649612846926	1	0	2	10	7	10	10*7
10*8	2	134.5	137	72.5	89	1	0	2	10	8	10	10*8
10*9	5	738.4	823.2	396.453578619238	477.189019152788	1	0	2	10	9	9	10*9
11*10	4	311.5	281.25	184.667945242264	203.973497052926	1	0	2	11	10	10	11*10
11*11	3	247	259	115.905133622286	126.1850492993	1	0	2	11	11	9	11*11
11*12	2	1283.5	1634.5	1197.5	1554.5	1	0	2	11	12	9	11*12
11*13	4	1111.5	1370.75	1231.76245680732	1602.91786673554	1	0	2	11	13	9	11*13
11*14	2	386.5	413	149.5	159	1	0	2	11	14	10	11*14
11*15	3	1409.66666666667	1397.66666666667	667.057885211038	655.683019623219	1	0	2	11	15	9	11*15
11*3	1	99	117	0	0	1	0	2	11	3	9	11*3
11*5	2	273	306	31	17	1	0	2	11	5	11	11*5
11*6	6	2654.83333333333	4410	3684.81539187816	6173.53982735999	1	0	2	11	6	11	11*6
11*8	2	140	150	4	25	1	0	2	11	8	9	11*8
11*9	3	1071	1330.66666666667	651.891606531843	754.344896066927	1	0	2	11	9	12	11*9
12*10	2	433	355	26	59	1	0	2	12	10	9	12*10
12*11	1	206	214	0	0	1	0	2	12	11	13	12*11
12*12	7	341.714285714286	354.714285714286	272.914279731993	304.523850478422	1	0	2	12	12	6	12*12
12*13	2	688	769	440	520	1	0	2	12	13	13	12*13
12*14	1	710	667	0	0	1	0	2	12	14	1	12*14
12*15	2	8090	10501.5	229	49.5	1	0	2	12	15	12	12*15
12*5	1	248	286	0	0	1	0	2	12	5	9	12*5
12*6	1	78	71	0	0	1	0	2	12	6	13	12*6
12*8	4	293.25	303.5	24.2525771826418	11.5433963806152	1	0	2	12	8	9	12*8
12*9	1	754	754	0	0	1	0	2	12	9	9	12*9
13*11	3	367	403.333333333333	113.651514141549	129.826379788119	1	0	2	13	11	13	13*11
13*13	2	10250	22767	9149	21496	1	0	2	13	13	12	13*13
13*14	3	813	765.333333333333	763.636475468967	719.772340550971	1	0	2	13	14	9	13*14
13*15	2	1354	1376.5	891	972.5	1	0	2	13	15	9	13*15
13*6	1	58	55	0	0	1	0	2	13	6	5	13*6
13*8	2	140.5	116	68.5	31	1	0	2	13	8	9	13*8
14*10	1	153	170	0	0	1	0	2	14	10	13	14*10
14*11	1	653	838	0	0	1	0	2	14	11	10	14*11
14*13	6	635.333333333333	720.333333333333	186.351519684946	348.634797778739	1	0	2	14	13	9	14*13
14*14	1	862	851	0	0	1	0	2	14	14	14	14*14
14*15	2	1060.5	1007.5	331.5	374.5	1	0	2	14	15	6	14*15
14*7	1	225	207	0	0	1	0	2	14	7	3	14*7
14*9	1	409	404	0	0	1	0	2	14	9	14	14*9
15*14	1	541	526	0	0	1	0	2	15	14	15	15*14
15*15	2	1058.5	1256.5	620.5	883.5	1	0	2	15	15	15	15*15
2*1	2	82.5	117.5	48.5	69.5	1	0	2	2	1	15	2*1
2*11	1	188	186	0	0	1	0	2	2	11	16	2*11
2*12	1	360	355	0	0	1	0	2	2	12	14	2*12
2*2	5	65.8	66.4	67.6325365486169	60.3542873373549	1	0	2	2	2	14	2*2
2*3	14	265.214285714286	342.571428571429	548.542637823355	776.354918309708	1	0	2	2	3	15	2*3
2*4	25	115.32	123.76	167.066386804767	190.896889445585	1	0	2	2	4	16	2*4
2*5	13	123.153846153846	117.923076923077	87.9727634020423	76.7558181592886	1	0	2	2	5	3	2*5
2*6	14	247.357142857143	293.5	305.257644608348	372.306853089146	1	0	2	2	6	17	2*6
2*7	20	247.65	290.7	420.330260033703	572.490882023461	1	0	2	2	7	18	2*7
2*8	14	154.214285714286	164	79.001065608933	85.0772757976115	1	0	2	2	8	4	2*8
2*9	5	370	362.8	453.07129681762	439.018177300212	1	0	2	2	9	13	2*9
3*1	1	35	26	0	0	1	0	2	3	1	13	3*1
3*10	4	202.75	192.75	36.071976657788	46.5100795527163	1	0	2	3	10	15	3*10
3*11	5	265.8	261.6	124.772432852774	142.35252017439	1	0	2	3	11	17	3*11
3*12	3	632.666666666667	663	550.43639253071	600.694597944746	1	0	2	3	12	19	3*12
3*2	9	177.444444444444	215.333333333333	177.365981400111	212.765389833758	1	0	2	3	2	10	3*2
3*3	2	584	918	404	709	1	0	2	3	3	9	3*3
3*4	17	220.823529411765	296.647058823529	454.445652648447	662.48080470984	1	0	2	3	4	13	3*4
3*5	23	247.478260869565	268.391304347826	267.723554625519	291.567836708109	1	0	2	3	5	9	3*5
3*6	11	359.454545454545	425.545454545455	651.185124304681	820.235704886253	1	0	2	3	6	8	3*6
3*7	15	247.8	286.266666666667	322.880204823192	369.206981997301	1	0	2	3	7	15	3*7
3*8	16	161.9375	167.4375	118.136292449653	144.027327593586	1	0	2	3	8	16	3*8
3*9	8	166.75	172.875	113.079341614638	129.298528123873	1	0	2	3	9	20	3*9
4*1	5	252	353.8	291.862296297415	402.383598075269	1	0	2	4	1	19	4*1
4*10	10	510	582.7	705.169908603593	810.518605585338	1	0	2	4	10	10	4*10
4*11	7	222.857142857143	240.857142857143	108.746663096823	128.225725713267	1	0	2	4	11	13	4*11
4*12	4	513.25	635.5	327.426613915241	404.537081118653	1	0	2	4	12	10	4*12
4*13	2	335.5	368.5	46.5	40.5	1	0	2	4	13	15	4*13
4*2	4	204	252.75	161.541016463312	216.813716125157	1	0	2	4	2	19	4*2
4*3	10	102.5	113.9	138.495667802282	149.117034573519	1	0	2	4	3	16	4*3
4*4	11	159.545454545455	175.545454545455	113.544835867009	137.585255312257	1	0	2	4	4	17	4*4
4*5	12	261.666666666667	293.25	221.397957433115	279.348087816378	1	0	2	4	5	9	4*5
4*6	17	429.588235294118	549.352941176471	730.842306868349	1091.3935474578	1	0	2	4	6	15	4*6
4*7	10	180.7	193.7	107.120539580418	118.482108353962	1	0	2	4	7	16	4*7
4*8	8	210.5	200.5	156.881324573704	148.161229746516	1	0	2	4	8	19	4*8
4*9	10	325.4	373.9	162.267803337569	222.688773852657	1	0	2	4	9	16	4*9
5*1	2	581	675	537	615	1	0	2	5	1	10	5*1
5*10	9	253.222222222222	238.333333333333	157.184801200355	153.789177483694	1	0	2	5	10	15	5*10
5*11	4	238.75	290	215.222414027907	255.90232511644	1	0	2	5	11	21	5*11
5*12	4	320.5	358.25	150.32381714153	136.472295723345	1	0	2	5	12	16	5*12
5*13	4	794.75	856.25	278.282567725684	311.904131905943	1	0	2	5	13	10	5*13
5*3	4	289.25	317.25	371.69434687657	433.277840998129	1	0	2	5	3	15	5*3
5*4	6	1254.16666666667	2338.33333333333	2511.0358696938	4873.5448996484	1	0	2	5	4	12	5*4
5*5	7	589.714285714286	717.857142857143	455.294791249335	547.009383197512	1	0	2	5	5	22	5*5
5*6	10	362.4	419.1	648.905879153518	775.389250634802	1	0	2	5	6	10	5*6
5*7	14	263.214285714286	266.571428571429	316.032588412612	307.950764683882	1	0	2	5	7	20	5*7
5*8	15	461.4	542.6	460.051997061202	611.082514886492	1	0	2	5	8	5	5*8
5*9	9	262.888888888889	283.444444444444	166.520231966932	195.419270692592	1	0	2	5	9	21	5*9
6*1	3	436.666666666667	600.666666666667	525.20239484941	744.125586772078	1	0	2	6	1	10	6*1
6*10	7	368.285714285714	396.142857142857	393.621904981967	411.074003963634	1	0	2	6	10	6	6*10
6*11	7	736.285714285714	839	875.121822423388	1089.08598637311	1	0	2	6	11	10	6*11
6*12	7	397.714285714286	391.714285714286	203.048702311057	178.274839411923	1	0	2	6	12	10	6*12
6*13	6	639	714.5	419.595042868716	491.94062988671	1	0	2	6	13	10	6*13
6*14	3	436.666666666667	514.333333333333	87.6064431927749	113.796113973877	1	0	2	6	14	5	6*14
6*3	1	1250	1548	0	0	1	0	2	6	3	13	6*3
6*4	7	129.142857142857	116.285714285714	124.300820100074	107.443957864706	1	0	2	6	4	15	6*4
6*5	4	269.25	304.5	214.320291853105	242.452572681752	1	0	2	6	5	7	6*5
6*6	2	234	265.5	105	177.5	1	0	2	6	6	4	6*6
6*7	12	348.666666666667	398	345.567729331828	428.60821270713	1	0	2	6	7	10	6*7
6*8	10	409.2	450.7	250.716892131344	304.589248004587	1	0	2	6	8	9	6*8
6*9	8	737.25	843.625	683.755941473272	826.00831374448	1	0	2	6	9	20	6*9
7*10	11	329.090909090909	354.545454545455	243.625813882853	271.377082048498	1	0	2	7	10	10	7*10
7*11	5	809.8	999.2	1140.07462913618	1507.13123516169	1	0	2	7	11	9	7*11
7*12	9	1217.88888888889	1613.66666666667	2466.4791119887	3442.28522286512	1	0	2	7	12	7	7*12
7*13	4	963.5	1090.75	721.231758868119	872.891566862689	1	0	2	7	13	3	7*13
7*14	3	743	824.333333333333	288.809048796375	305.123290199588	1	0	2	7	14	13	7*14
7*15	1	1600	2048	0	0	1	0	2	7	15	20	7*15
7*2	5	61.8	60.4	50.0975049278904	45.283992756823	1	0	2	7	2	22	7*2
7*3	1	153	127	0	0	1	0	2	7	3	17	7*3
7*4	7	329.428571428571	370.571428571429	366.460622379952	401.700619560267	1	0	2	7	4	15	7*4
7*5	9	265.333333333333	301.888888888889	420.548319327148	503.263227886968	1	0	2	7	5	17	7*5
7*6	9	298.777777777778	354.666666666667	321.605962416321	424.896850227597	1	0	2	7	6	15	7*6
7*7	6	266.666666666667	290.166666666667	272.285185462269	306.433471119299	1	0	2	7	7	13	7*7
7*8	4	359	395.5	228.098662863244	228.067424241166	1	0	2	7	8	14	7*8
7*9	7	689.571428571429	801.428571428571	781.648963436155	1071.07447482061	1	0	2	7	9	10	7*9
8*10	8	713	848.5	492.551012586514	644.568848145797	1	0	2	8	10	20	8*10
8*11	7	387	428.571428571429	352.567318799849	445.329687548725	1	0	2	8	11	19	8*11
8*12	7	721	779.571428571429	801.544045666149	949.774688641298	1	0	2	8	12	10	8*12
8*13	8	445.5	489.875	227.374690763946	281.262083073777	1	0	2	8	13	10	8*13
8*14	3	1230	1429.33333333333	871.983180265919	1065.92880729541	1	0	2	8	14	10	8*14
8*3	4	117	120	33.741665637606	15.2479506819769	1	0	2	8	3	10	8*3
8*4	4	441.25	476.75	280.814329228407	314.306677466452	1	0	2	8	4	3	8*4
8*5	3	1075	1708	1427.92646869508	2333.60793622236	1	0	2	8	5	14	8*5
8*6	2	317.5	355.5	195.5	210.5	1	0	2	8	6	20	8*6
8*7	9	273.555555555556	300.222222222222	207.889987526048	265.403164084705	1	0	2	8	7	19	8*7
8*8	8	247.5	276	260.8778449773	338.424289908393	1	0	2	8	8	5	8*8
8*9	6	273.666666666667	266.666666666667	289.422221369096	301.362830414694	1	0	2	8	9	10	8*9
9*10	8	799	937.375	911.064898895792	1219.12632010592	1	0	2	9	10	3	9*10
9*11	4	675.75	781.25	518.871552024198	661.058384335302	1	0	2	9	11	15	9*11
9*12	2	1251	1402	1118	1276	1	0	2	9	12	5	9*12
9*13	4	556.25	566.75	265.064496868215	314.945531004966	1	0	2	9	13	10	9*13
9*14	3	756	872.666666666667	62.8702367314349	67.2524266394075	1	0	2	9	14	9	9*14
9*15	1	1007	1070	0	0	1	0	2	9	15	9	9*15
9*2	2	116.5	110	54.5	37	1	0	2	9	2	9	9*2
9*3	3	58	52	15.121728296285	19.2006944318862	1	0	2	9	3	10	9*3
9*4	1	109	114	0	0	1	0	2	9	4	20	9*4
9*5	3	137	140.333333333333	121.114271110661	131.621511244258	1	0	2	9	5	4	9*5
9*6	1	26	32	0	0	1	0	2	9	6	9	9*6
9*7	5	94.8	75.8	40.7695965150503	30.1622280344142	1	0	2	9	7	20	9*7
9*8	2	219.5	232	52.5	67	1	0	2	9	8	17	9*8
9*9	8	552.75	653.25	986.411647082495	1260.93514404984	1	0	2	9	9	20	9*9
