DOM1	AGGR_STRATUM	X1	X2	X3	X4	X5	X6
1	3	12	3	3	2	2	1
1	3	12	3	3	2	2	2
1	3	13	1	1	1	2	1
1	3	14	1	1	1	2	2
1	3	14	3	1	1	2	2
1	4	13	1	2	1	2	1
1	4	13	1	2	1	2	2
1	4	13	2	2	1	2	3
1	4	14	1	1	1	2	1
1	4	15	1	1	1	2	1
1	4	15	1	1	1	2	2
1	4	15	1	2	1	2	3
1	4	15	2	1	1	2	3
1	4	15	2	2	1	2	3
1	4	16	1	2	1	2	3
1	5	16	1	1	1	2	2
1	5	16	1	3	1	2	3
1	5	16	2	2	1	2	1
1	6	18	1	1	1	3	2
1	6	18	2	2	1	3	2
1	7	6	1	1	1	1	1
1	7	6	1	1	1	1	2
1	7	6	1	2	1	1	1
1	7	6	2	1	1	1	1
1	7	6	2	1	2	1	1
1	7	6	2	2	1	1	1
1	7	6	2	2	2	1	1
1	7	6	3	1	2	1	1
1	7	6	3	2	2	2	1
1	7	7	1	1	1	1	1
1	7	7	1	2	1	1	1
1	7	7	1	3	1	1	1
1	7	7	1	3	1	1	2
1	7	7	2	1	1	1	1
1	7	7	2	1	2	1	1
1	7	7	3	1	1	1	1
1	7	7	3	1	2	2	1
1	7	7	3	2	3	1	1
1	7	8	1	1	1	1	1
1	7	8	1	1	1	1	2
1	7	8	1	1	1	2	1
1	7	8	1	2	1	1	1
1	7	8	1	2	1	2	1
1	7	8	1	3	1	1	2
1	7	8	2	1	1	2	1
1	7	8	2	2	1	1	1
1	7	8	2	2	1	2	1
1	7	8	2	3	1	1	2
1	7	8	3	1	2	1	1
1	7	8	3	2	2	2	1
2	1	1	1	1	1	1	1
2	1	1	2	1	1	1	1
2	1	1	2	1	2	1	1
2	1	1	2	2	1	1	1
2	1	2	1	1	1	1	1
2	1	2	1	2	1	1	1
2	1	2	2	1	1	1	1
2	1	2	2	1	2	1	1
2	1	2	2	2	1	1	1
2	1	2	3	1	2	1	1
2	1	3	1	1	1	1	1
2	1	3	1	2	1	1	1
2	1	3	2	1	1	1	1
2	1	3	2	1	2	1	1
2	1	3	2	2	1	1	1
2	1	4	1	1	1	1	1
2	1	4	1	2	1	1	1
2	1	4	2	1	1	1	1
2	1	4	2	1	2	1	1
2	1	4	2	2	1	1	1
2	1	4	2	2	2	1	1
2	1	4	2	3	1	1	1
2	1	4	3	1	2	1	1
2	1	4	3	2	2	1	1
2	1	4	3	3	2	1	1
2	1	5	1	1	1	1	1
2	1	5	1	2	1	1	1
2	1	5	1	3	1	1	1
2	1	5	2	1	1	1	1
2	1	5	2	1	2	1	1
2	1	5	2	2	1	1	1
2	1	5	2	2	2	1	1
2	1	5	2	3	1	1	1
2	1	5	3	1	2	1	1
2	1	5	3	2	2	1	1
2	2	8	1	1	1	1	1
2	2	8	1	1	1	1	2
2	2	8	1	2	1	1	2
2	2	8	2	1	1	1	1
2	2	8	2	2	1	1	1
2	2	8	2	2	1	1	2
2	2	8	2	3	2	1	1
2	2	8	3	3	2	2	1
2	2	8	3	3	3	2	1
2	2	9	1	1	1	1	1
2	2	9	1	1	1	1	2
2	2	9	1	2	1	1	1
2	2	9	1	2	1	2	1
2	2	9	1	3	1	1	1
2	2	9	1	3	1	2	1
2	2	9	2	2	1	1	1
2	2	9	2	2	1	2	1
2	2	9	2	2	2	2	1
2	2	9	2	3	1	1	1
2	2	9	2	3	1	2	1
2	2	9	3	2	3	2	1
2	2	9	3	3	3	2	1
2	2	10	1	1	1	1	1
2	2	10	1	2	1	2	1
2	2	10	1	3	1	2	2
2	2	10	2	2	3	2	1
2	3	10	1	1	1	1	2
2	3	10	1	1	1	2	1
2	3	10	1	2	1	1	1
2	3	10	1	2	1	1	2
2	3	10	1	2	1	2	2
2	3	10	2	2	1	1	1
2	3	10	2	2	1	2	1
2	3	10	2	3	1	2	1
2	3	10	3	2	2	2	1
2	3	10	3	2	2	2	2
2	3	10	3	2	3	2	1
2	3	11	1	1	1	1	1
2	3	11	1	1	1	1	2
2	3	11	1	1	1	2	1
2	3	11	1	1	1	2	2
2	3	11	1	2	1	1	1
2	3	11	1	2	1	2	1
2	3	11	1	2	1	2	2
2	3	11	1	3	1	2	2
2	3	11	2	1	1	1	1
2	3	11	2	2	1	2	1
2	3	11	2	2	1	2	2
2	3	11	2	2	2	2	2
2	3	11	2	3	1	2	1
2	3	11	3	3	2	2	2
2	3	12	1	1	1	2	1
2	3	12	2	3	1	2	2
2	4	12	1	1	1	1	1
2	4	12	1	1	1	2	2
2	4	12	1	2	1	2	2
2	4	12	1	3	1	2	2
2	4	12	2	1	1	2	2
2	4	12	2	2	1	2	2
2	4	12	3	3	3	2	1
2	4	12	3	3	3	2	2
2	4	13	1	1	1	2	2
2	4	13	1	2	1	2	2
2	4	13	1	3	1	2	2
2	4	13	2	3	1	2	1
2	4	13	3	3	1	2	2
2	5	14	1	1	1	2	1
2	5	14	1	1	1	2	2
2	5	14	1	2	1	2	2
2	5	14	1	2	1	2	3
2	5	14	1	3	1	2	2
2	5	14	2	2	1	2	2
2	5	15	1	1	1	2	2
2	5	15	1	1	1	2	3
2	5	15	1	2	1	2	2
2	5	15	2	2	1	2	2
2	5	15	2	2	1	2	3
2	6	17	1	1	1	2	2
2	6	17	1	2	1	3	3
2	6	17	2	1	1	2	2
2	6	17	2	1	1	3	3
2	6	17	2	3	1	3	2
2	6	17	2	3	2	3	2
2	7	18	2	3	1	3	3
2	8	6	1	1	1	1	1
2	8	6	1	1	1	1	2
2	8	6	1	2	1	1	1
2	8	6	1	3	1	1	1
2	8	6	2	1	1	1	1
2	8	6	2	1	1	1	2
2	8	6	2	1	2	1	1
2	8	6	2	2	1	1	1
2	8	6	2	2	2	1	1
2	8	6	3	2	3	1	1
2	8	6	3	3	1	1	1
2	8	6	3	3	2	1	1
2	8	7	1	1	1	1	1
2	8	7	1	1	1	1	2
2	8	7	1	2	1	1	1
2	8	7	1	3	1	1	1
2	8	7	2	1	1	1	1
2	8	7	2	2	1	1	1
2	8	7	2	2	2	1	1
2	8	7	2	3	1	1	1
2	8	7	3	2	2	1	1
2	8	7	3	2	3	1	1
2	8	7	3	3	2	1	1
2	8	8	1	2	1	1	1
2	8	8	1	3	1	1	1
2	8	8	2	2	2	1	1
2	8	8	2	3	1	1	1
2	8	8	3	3	3	1	1
3	1	1	1	1	1	1	1
3	1	2	1	1	1	1	1
3	1	2	1	2	1	1	1
3	1	3	1	1	1	1	1
3	1	3	1	2	1	1	1
3	1	3	2	2	1	1	1
3	1	4	1	1	1	1	1
3	1	4	1	1	1	1	2
3	1	4	1	2	1	1	1
3	1	4	2	2	1	1	1
3	1	5	1	1	1	1	1
3	1	5	1	1	1	1	2
3	1	5	1	2	1	1	1
3	1	5	2	2	1	1	1
3	2	9	1	1	1	1	1
3	2	9	1	1	1	1	2
3	2	9	1	2	1	1	1
3	2	9	1	2	1	2	1
3	2	9	1	3	1	1	2
3	2	9	2	2	1	1	1
3	2	10	1	1	1	1	1
3	2	10	1	1	1	1	2
3	2	10	1	1	1	2	1
3	2	10	1	1	1	2	2
3	2	10	1	2	1	1	1
3	2	10	1	2	1	2	2
3	3	11	1	1	1	1	1
3	3	11	1	1	1	1	2
3	3	11	1	1	1	2	1
3	3	11	1	1	1	2	2
3	3	11	1	2	1	2	1
3	3	11	1	2	1	2	2
3	3	11	2	1	1	1	2
3	3	11	2	2	1	2	1
3	3	12	1	1	1	1	1
3	3	12	1	1	1	2	1
3	3	12	1	1	1	2	2
3	3	12	1	2	1	2	2
3	3	12	2	1	1	2	2
3	3	12	2	2	1	2	1
3	4	13	1	1	1	1	2
3	4	13	1	1	1	2	1
3	4	13	1	1	1	2	2
3	4	13	1	2	1	2	1
3	4	13	2	2	1	2	2
3	4	14	1	1	1	1	2
3	4	14	1	1	1	2	2
3	4	14	1	2	1	2	2
3	4	14	2	1	1	2	2
3	4	14	2	2	1	2	2
3	5	15	1	1	1	2	1
3	5	15	1	1	1	2	2
3	5	15	1	1	1	2	3
3	5	15	2	1	1	2	2
3	5	15	2	1	1	2	3
3	6	18	1	1	1	3	3
3	7	6	1	1	1	1	1
3	7	6	1	1	1	1	2
3	7	6	1	2	1	1	1
3	7	6	2	1	1	1	1
3	7	6	2	2	1	1	1
3	7	7	1	1	1	1	1
3	7	7	1	1	1	1	2
3	7	7	1	2	1	1	1
3	7	7	2	1	1	1	1
3	7	8	1	1	1	1	1
3	7	8	1	1	1	1	2
3	7	8	1	2	1	1	1
3	7	8	2	2	1	1	1
